customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,tenure_months_final,monthly_spend,binge_index,value_score,price_per_profile,inactivity_score,watch_intensity,engagement_score,subscription_tier,is_low_engagement,is_high_inactivity,is_price_sensitive,spend_source_col,r_score,f_score,m_score,rfm_score,rfm_segment,rfm_label,matched_genre,genre_title_count,genre_avg_release_year,genre_avg_rating_score,genre_avg_duration_minutes,genre_avg_seasons,genre_movie_ratio,segment,segment_label,churn_probability,risk_bucket,clv_proxy,retention_priority,recommended_action
027d0683-397f-4764-b23b-26c0baa7dd31,56,male,premium,14.15,44,africa,mobile,17.99,1,crypto,3,0.31,horror,0.0,17.99,0.3144444444444444,0.7865480822679267,5.996666666666666,3.80666248977032,4.3865,0.5562772394504275,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9930726368934093,high,20.71661878540656,1.3236556279539318,Personal outreach + 2-month discount + curated recommendations
8c10da11-2dd5-4223-888e-117a748f3107,20,other,premium,16.64,40,europe,desktop,17.99,1,gift card,3,0.41,drama,0.0,17.99,0.4058536585365854,0.924958310172318,5.996666666666666,3.713572066704308,6.8224,0.6691180559560557,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9728178186749976,high,21.144003788846305,1.3234083340574057,Personal outreach + 2-month discount + curated recommendations
dd192706-2635-46a1-9559-9ca27f7999b9,27,female,premium,15.99,37,africa,tablet,17.99,1,gift card,2,0.42,drama,0.0,17.99,0.4207894736842105,0.8888271261812118,8.995,3.6375861597263857,6.7158,0.6698938941770605,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9717135196113047,high,21.146759714137623,1.3220783586242775,Personal outreach + 2-month discount + curated recommendations
d60d6724-ba88-43d6-b084-1098266795e3,63,other,premium,13.82,38,north america,desktop,17.99,1,crypto,2,0.35,sci-fi,0.0,17.99,0.3543589743589743,0.7682045580878266,8.995,3.6635616461296463,4.837,0.5855142070722624,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9846142640786643,high,20.832393260839005,1.319715777818022,Personal outreach + 2-month discount + curated recommendations
9df42ee9-00e2-45dc-90a7-f5111edb1dd4,45,female,premium,17.83,45,europe,tv,17.99,1,debit card,1,0.39,drama,0.0,17.99,0.3876086956521739,0.991106170094497,17.99,3.828641396489095,6.9537,0.6704811364031686,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.969798302632229,high,21.148844048122985,1.319602637537841,Personal outreach + 2-month discount + curated recommendations
31862a3b-baef-4cf2-9ece-f6bc288b9224,68,female,premium,15.56,53,africa,laptop,17.99,1,crypto,3,0.29,documentary,0.0,17.99,0.2881481481481481,0.8649249583101725,5.996666666666666,3.9889840465642745,4.5124,0.5544735341485996,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9902281113827297,high,20.70936221483688,1.3194018720368053,Personal outreach + 2-month discount + curated recommendations
c701bb39-0cd8-4e31-9b40-944dcc679fcb,66,other,premium,14.44,48,africa,tv,17.99,1,crypto,3,0.29,comedy,0.0,17.99,0.2946938775510204,0.802668148971651,5.996666666666666,3.8918202981106265,4.1876,0.5423934118771114,3,0,1,0,monthly_fee,2,4,4,10,244,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9920675629638598,high,20.66042238792353,1.3187290298720435,Personal outreach + 2-month discount + curated recommendations
5a8ba2fb-5253-47fd-8008-44384430edf1,29,other,premium,16.95,53,africa,mobile,17.99,1,paypal,3,0.31,romance,0.0,17.99,0.3138888888888889,0.9421901056142302,5.996666666666666,3.9889840465642745,5.2545,0.5961282404321457,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9819249116410382,high,20.873556557581185,1.318711676983647,Personal outreach + 2-month discount + curated recommendations
bdfa953f-4810-434e-a574-205313689450,49,female,premium,14.39,48,asia,desktop,17.99,1,gift card,1,0.29,action,0.0,17.99,0.2936734693877551,0.7998888271261814,17.99,3.8918202981106265,4.1731,0.5409337933414826,3,0,1,0,monthly_fee,2,4,5,11,245,Loyal,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9919059045238788,high,20.654469152310444,1.318134215911225,Personal outreach + 2-month discount + curated recommendations
7b727762-d96e-4828-bd7d-0548f6311542,47,female,premium,14.8,43,europe,tv,17.99,1,credit card,3,0.34,romance,0.0,17.99,0.3363636363636363,0.8226792662590329,5.996666666666666,3.784189633918261,5.032000000000001,0.5876009111181493,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9825981663098743,high,20.840522503242934,1.3175274523003144,Personal outreach + 2-month discount + curated recommendations
d7fbf7d7-9302-402c-a84e-d8303dedc8cd,58,other,premium,14.44,43,north america,tablet,17.99,1,gift card,3,0.33,horror,0.0,17.99,0.3281818181818182,0.802668148971651,5.996666666666666,3.784189633918261,4.7652,0.5746073980666131,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9849215353722981,high,20.789612439152176,1.3174166479003886,Personal outreach + 2-month discount + curated recommendations
5c49d257-0de5-4601-a2ec-ff29a72735ab,43,female,premium,12.37,37,europe,desktop,17.99,1,crypto,3,0.33,romance,0.0,17.99,0.3255263157894736,0.6876042245692051,5.996666666666666,3.6375861597263857,4.0821,0.539151423837738,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9900693561106259,high,20.64718789366686,1.3152298268182392,Personal outreach + 2-month discount + curated recommendations
5a4745cf-5727-463f-a722-07eaf6b09ee6,60,other,premium,15.16,45,europe,laptop,17.99,1,credit card,2,0.33,documentary,0.0,17.99,0.3295652173913043,0.8426903835464148,8.995,3.828641396489095,5.002800000000001,0.58622692437579,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9794326998265994,high,20.835171829353325,1.3129458248904944,Personal outreach + 2-month discount + curated recommendations
591e2d65-1b87-48ff-8e68-93917868cd24,61,male,premium,13.17,40,oceania,tv,17.99,1,crypto,3,0.32,horror,0.0,17.99,0.3212195121951219,0.7320733740967205,5.996666666666666,3.713572066704308,4.2144,0.5474638686347013,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9860588077933194,high,20.681036061665985,1.31204952732831,Personal outreach + 2-month discount + curated recommendations
ea9ede30-ded4-475e-8bdb-6e6f74ef8557,55,female,premium,17.76,49,europe,tablet,17.99,1,credit card,3,0.36,drama,0.0,17.99,0.3552,0.9872151195108396,5.996666666666666,3.912023005428146,6.3936,0.6444921684362922,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9682471255819068,high,21.05522861149569,1.311660070963705,Personal outreach + 2-month discount + curated recommendations
6dd067ff-f2b5-423c-8c38-ab5ceab92ff4,28,female,premium,16.69,47,south america,mobile,17.99,1,debit card,3,0.35,romance,0.0,17.99,0.3477083333333333,0.9277376320177878,5.996666666666666,3.871201010907891,5.8415,0.6236461838533024,3,0,1,0,monthly_fee,2,4,5,11,245,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9699598140912938,high,20.978111711009106,1.309167621920935,Personal outreach + 2-month discount + curated recommendations
aa838ade-266b-42a6-96eb-79d73ce1c63a,26,female,premium,13.59,51,oceania,mobile,17.99,1,crypto,2,0.26,drama,0.0,17.99,0.2613461538461538,0.755419677598666,8.995,3.951243718581428,3.5334,0.4967917217615123,3,0,1,0,monthly_fee,1,4,4,9,144,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9937924428486378,high,20.470408721880887,1.3088724439845034,Personal outreach + 2-month discount + curated recommendations
77601669-57ba-4d83-822b-2c9d3fbee785,38,female,premium,12.49,38,oceania,tv,17.99,1,credit card,1,0.32,sci-fi,0.0,17.99,0.3202564102564103,0.6942745969983325,17.99,3.6635616461296463,3.9968,0.5353356801823174,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.984542990360957,high,20.63155699819421,1.3068983481708263,Personal outreach + 2-month discount + curated recommendations
99003cbb-a0e2-4663-9628-13f6d46f1a0c,22,female,premium,15.39,58,africa,desktop,17.99,1,credit card,2,0.26,sci-fi,0.0,17.99,0.2608474576271186,0.8554752640355754,8.995,4.07753744390572,4.0014,0.5238837402961238,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9865723389020425,high,20.58429433313165,1.3065921314073978,Personal outreach + 2-month discount + curated recommendations
c39ca4e9-d9f8-440e-a74b-56d91473dd2c,70,male,premium,15.73,56,north america,mobile,17.99,1,crypto,3,0.28,drama,0.0,17.99,0.2759649122807017,0.8743746525847694,5.996666666666666,4.04305126783455,4.404400000000001,0.5455323554585537,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget,0.9816658714190923,high,20.673195841398684,1.3057091030847128,Re-engagement campaign: 'Continue watching' + push/email reminders
658035e4-1ba4-4be1-9ef9-45b5307d06d0,31,other,premium,15.41,44,north america,desktop,17.99,1,paypal,2,0.34,sci-fi,0.0,17.99,0.3424444444444444,0.8565869927737633,8.995,3.80666248977032,5.239400000000001,0.6001527742288227,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9699982228912313,high,20.889043176834605,1.3036607995450662,Personal outreach + 2-month discount + curated recommendations
e4a0a6b2-3105-4153-8233-36a82a6f9b11,54,female,premium,11.96,37,oceania,desktop,17.99,1,gift card,3,0.31,romance,0.0,17.99,0.3147368421052632,0.6648137854363536,5.996666666666666,3.6375861597263857,3.7076,0.5198327269951519,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9842591630601263,high,20.567450147819866,1.3024619371428627,Personal outreach + 2-month discount + curated recommendations
d73ea6c0-c6a3-43ef-b4df-34d432f0295f,56,female,premium,14.39,38,asia,tablet,17.99,1,credit card,3,0.37,comedy,0.0,17.99,0.368974358974359,0.7998888271261814,5.996666666666666,3.6635616461296463,5.3243,0.6076445062509371,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9674677487669946,high,20.91769375922088,1.3020432710235985,Personal outreach + 2-month discount + curated recommendations
c51c0139-d70e-4eb5-89a0-fb7553e33b4a,32,other,premium,14.0,44,europe,laptop,17.99,1,debit card,1,0.31,sci-fi,0.0,17.99,0.3111111111111111,0.7782101167315176,17.99,3.80666248977032,4.34,0.5517995905665017,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9774560751887483,high,20.698580258805144,1.301706065260911,Personal outreach + 2-month discount + curated recommendations
1de748fc-27f6-4d04-95b1-43185506ff98,32,male,premium,13.09,51,north america,tablet,17.99,1,crypto,2,0.25,action,0.0,17.99,0.2517307692307692,0.727626459143969,8.995,3.951243718581428,3.2725,0.4783108959034527,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9918952286223357,high,20.391070488118814,1.301310540640337,Personal outreach + 2-month discount + curated recommendations
cdf4012d-14b0-41d5-ab40-cc6627fe1e3b,34,male,premium,12.82,45,north america,mobile,17.99,1,paypal,2,0.28,romance,0.0,17.99,0.278695652173913,0.7126181211784326,8.995,3.828641396489095,3.5896000000000003,0.5024253162310008,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9867673304668679,high,20.494328906911026,1.3011386716450262,Personal outreach + 2-month discount + curated recommendations
8d1288c4-b29c-4cba-8c59-4bbf0db22487,50,other,premium,13.02,51,south america,desktop,17.99,1,crypto,2,0.25,romance,0.0,17.99,0.2503846153846153,0.7237354085603114,8.995,3.951243718581428,3.255,0.4760696959665877,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9917222354460685,high,20.38135914164793,1.3004639359766783,Personal outreach + 2-month discount + curated recommendations
73a4b76c-1e0c-4d55-9ef4-cfce29a688ba,45,male,premium,17.85,57,europe,desktop,17.99,1,crypto,3,0.31,sci-fi,0.0,17.99,0.3077586206896552,0.992217898832685,5.996666666666666,4.060443010546419,5.5335,0.6038517071675962,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9658529724703413,high,20.903217944360346,1.2989705050835432,Personal outreach + 2-month discount + curated recommendations
c07e896d-752f-4841-9fa4-aa8c9ed4acf5,36,female,premium,13.32,45,south america,mobile,17.99,1,credit card,2,0.29,documentary,0.0,17.99,0.2895652173913043,0.7404113396331296,8.995,3.828641396489095,3.8628,0.521142219822559,3,0,0,0,monthly_fee,2,4,5,11,245,Loyal,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9809333952201486,high,20.57290219330787,1.2984050679447903,Personal outreach + 2-month discount + curated recommendations
f0f2e301-21e8-4b5c-9b1a-69e650630e83,55,female,premium,12.82,47,south america,mobile,17.99,1,gift card,3,0.27,horror,0.0,17.99,0.2670833333333333,0.7126181211784326,5.996666666666666,3.871201010907891,3.4614000000000003,0.4911682812358825,3,0,1,0,monthly_fee,2,4,4,10,244,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget,0.9868063108700256,high,20.4464077997139,1.2981475476142503,Re-engagement campaign: 'Continue watching' + push/email reminders
6175ecf8-a860-463c-90e5-277f36609637,22,other,premium,13.68,48,north america,tv,17.99,1,paypal,3,0.28,comedy,0.0,17.99,0.2791836734693877,0.7604224569205115,5.996666666666666,3.8918202981106265,3.830400000000001,0.5169556780877751,3,0,1,0,monthly_fee,2,4,4,10,244,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9815129075011686,high,20.555447659820675,1.298069886834181,Personal outreach + 2-month discount + curated recommendations
7da43629-4c0f-49ff-8bf2-047e7d6ff102,34,male,premium,12.48,53,asia,tablet,17.99,1,gift card,2,0.23,comedy,0.0,17.99,0.2311111111111111,0.6937187326292386,8.995,3.9889840465642745,2.8704,0.4452013474395315,3,0,1,0,monthly_fee,1,4,4,9,144,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.996201875,high,20.245657451142325,1.297640404922726,Personal outreach + 2-month discount + curated recommendations
f28ba34a-da01-4b10-a6e5-f19be9ec4993,43,female,premium,12.18,50,europe,laptop,17.99,1,gift card,3,0.24,romance,0.0,17.99,0.2388235294117647,0.6770428015564203,5.996666666666666,3.9318256327243257,2.9232,0.4493390944045281,3,0,1,0,monthly_fee,1,4,4,9,144,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget,0.9927645044340027,high,20.264056111638283,1.2943381165646317,Re-engagement campaign: 'Continue watching' + push/email reminders
b81c524a-a1a3-4047-a9ca-a656564f9ad2,24,other,premium,14.15,58,europe,tv,17.99,1,paypal,1,0.24,romance,0.0,17.99,0.2398305084745762,0.7865480822679267,17.99,4.07753744390572,3.396,0.4828817334647073,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9848568075057726,high,20.410816384302578,1.2933277246779749,Personal outreach + 2-month discount + curated recommendations
d8e57ff7-d71c-4ffa-8a92-f63fced488de,23,other,premium,11.61,38,north america,mobile,17.99,1,credit card,3,0.3,horror,0.0,17.99,0.2976923076923077,0.6453585325180656,5.996666666666666,3.6635616461296463,3.483,0.4996357308272651,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9812514663125117,high,20.482499912134323,1.2931187261025392,Personal outreach + 2-month discount + curated recommendations
838a0849-d3c0-459d-be8a-3062f5c3c0f4,43,female,premium,12.51,47,oceania,tv,17.99,1,credit card,1,0.26,action,0.0,17.99,0.260625,0.6953863257365204,17.99,3.871201010907891,3.2526,0.4781924685430553,3,0,1,0,monthly_fee,2,4,5,11,245,Loyal,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9854002073268202,high,20.39055781415852,1.2927569359715592,Personal outreach + 2-month discount + curated recommendations
a20d885b-6335-48e3-bdd1-e4f60ebe2b61,36,other,premium,12.74,58,asia,desktop,17.99,1,crypto,2,0.22,drama,0.0,17.99,0.2159322033898305,0.708171206225681,8.995,4.07753744390572,2.8028,0.4332303908370551,3,0,1,0,monthly_fee,1,4,4,9,144,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9949752377020397,high,20.192070199389597,1.2926121696530175,Personal outreach + 2-month discount + curated recommendations
9d34ab95-164d-4c46-8f82-38b03ea4a17f,67,male,premium,13.19,55,south america,desktop,17.99,1,crypto,3,0.24,comedy,0.0,17.99,0.2355357142857142,0.7331851028349083,5.996666666666666,4.02535169073515,3.1656,0.463860515746279,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget,0.9872250506573376,high,20.328117522088633,1.2911849352097737,Re-engagement campaign: 'Continue watching' + push/email reminders
e7aeeddd-1450-47d9-a18a-0e209f5af835,27,male,premium,18.17,60,north america,mobile,17.99,1,paypal,2,0.3,documentary,0.0,17.99,0.2978688524590164,1.0100055586436911,8.995,4.110873864173311,5.4510000000000005,0.5986586704048583,3,0,1,0,monthly_fee,1,4,5,10,145,Loyal,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9603107089655291,high,20.88330158046523,1.2902862010635126,Personal outreach + 2-month discount + curated recommendations
a02d6ab0-2fda-47eb-8656-158beb0200a4,70,female,premium,11.06,38,oceania,laptop,17.99,1,gift card,1,0.28,drama,0.0,17.99,0.2835897435897436,0.6147859922178989,17.99,3.6635616461296463,3.0968000000000004,0.4741410841346724,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9841569206203092,high,20.37298681411053,1.2900132629673875,Personal outreach + 2-month discount + curated recommendations
ce9e2886-8929-4783-b4c6-606c0b390a67,28,other,premium,11.92,52,oceania,tv,17.99,1,crypto,3,0.22,horror,0.0,17.99,0.2249056603773584,0.6625903279599779,5.996666666666666,3.970291913552122,2.6224,0.4269888421098886,3,0,1,0,monthly_fee,1,4,4,9,144,Loyal,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget,0.9919443543417376,high,20.163921166303282,1.2868781331414356,Re-engagement campaign: 'Continue watching' + push/email reminders
450b6e68-026e-4d1b-b9bb-597f2a9b1bdc,35,other,premium,14.46,44,north america,tablet,17.99,1,debit card,1,0.32,action,0.0,17.99,0.3213333333333333,0.8037798777098389,17.99,3.80666248977032,4.6272,0.568053829277008,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk,0.9627612611293975,high,20.763672479850133,1.2861685845960094,Personal outreach + 2-month discount + curated recommendations
