customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,tenure_months_final,monthly_spend,binge_index,value_score,price_per_profile,inactivity_score,watch_intensity,engagement_score,subscription_tier,is_low_engagement,is_high_inactivity,is_price_sensitive,spend_source_col,r_score,f_score,m_score,rfm_score,rfm_segment,rfm_label,matched_genre,genre_title_count,genre_avg_release_year,genre_avg_rating_score,genre_avg_duration_minutes,genre_avg_seasons,genre_movie_ratio,segment,segment_label
45a03ce3-26d0-4cd5-a9bd-22d42490b612,26,male,premium,15.42,36,asia,laptop,17.99,0,debit card,4,0.42,comedy,0.0,17.99,0.4167567567567568,0.8571428571428572,4.4975,3.610917912644224,6.4764,0.6598713693466915,3,0,0,0,monthly_fee,3,4,4,11,344,Loyal,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
9df43ad1-d6ee-44d0-a79b-c8ab444f10bf,28,other,standard,22.26,38,south america,mobile,13.99,0,crypto,5,0.57,horror,0.0,13.99,0.5707692307692308,1.5911365260900645,2.798,3.6635616461296463,12.6882,0.8411949537408799,2,0,0,0,monthly_fee,2,5,2,9,252,At Risk,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
4690bf9c-b828-44d3-bdb6-f91b10668288,47,other,standard,7.92,23,south america,tv,13.99,0,crypto,1,0.33,sci-fi,0.0,13.99,0.33,0.5661186561829878,13.99,3.1780538303479458,2.6136,0.4489350396785555,2,0,0,0,monthly_fee,4,3,2,9,432,Potential Loyalist,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
0aac0e54-7d40-4cf2-abe4-45f3ff73f5ff,49,female,basic,5.26,33,south america,mobile,8.99,1,crypto,3,0.15,documentary,0.0,8.99,0.1547058823529411,0.5850945494994438,2.9966666666666666,3.5263605246161616,0.7889999999999999,0.1690256582084764,1,0,0,0,monthly_fee,3,2,1,6,321,Regular,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
e2a75072-5f48-47ed-a533-eb1b0301aad9,39,female,basic,10.97,10,oceania,mobile,8.99,0,paypal,1,1.0,comedy,0.0,8.99,0.9972727272727272,1.2202447163515018,8.99,2.3978952727983707,10.97,0.8801040424427538,1,0,0,0,monthly_fee,5,4,1,10,541,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
25db8257-f409-4acd-81f8-99629fbf15a0,32,female,premium,40.94,7,south america,desktop,17.99,0,crypto,1,5.12,action,0.0,17.99,5.1175,2.2757087270705947,17.99,2.079441541679836,209.6128,1.8994664369107133,3,0,0,0,monthly_fee,5,5,4,14,554,Champions,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,1,Loyal High-Value
bf48551e-a8e6-4fd9-bb32-3f798ed84680,46,other,premium,1.25,13,europe,tablet,17.99,1,debit card,3,0.09,comedy,0.0,17.99,0.0892857142857142,0.0694830461367426,5.996666666666666,2.6390573296152584,0.1124999999999999,-0.1327306749413355,3,1,0,1,monthly_fee,4,1,4,9,414,Big Spender,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
3819aaed-bed6-49c8-ab53-0fd9d917e4e1,48,female,standard,8.12,32,africa,desktop,13.99,1,crypto,2,0.25,action,0.0,13.99,0.246060606060606,0.5804145818441744,6.995,3.49650756146648,2.03,0.3735101425054853,2,0,0,0,monthly_fee,3,3,2,8,332,Regular,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
e2f28860-44e4-4fc2-a445-014332e7fb11,68,female,premium,7.67,40,oceania,tablet,17.99,0,paypal,4,0.19,romance,0.0,17.99,0.1870731707317073,0.4263479710950528,4.4975,3.713572066704308,1.4573,0.2901102000089444,3,0,0,0,monthly_fee,2,3,4,9,234,Big Spender,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
a088d61d-be5a-409e-b943-73b145b358d1,21,female,standard,15.53,27,south america,laptop,13.99,0,credit card,1,0.55,comedy,0.0,13.99,0.5546428571428571,1.1100786275911363,13.99,3.332204510175204,8.541500000000001,0.7492779341156834,2,0,0,0,monthly_fee,3,4,2,9,342,Regular,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
109cc416-0a22-4c41-93e9-2c7dd24ddd3f,60,male,basic,31.9,4,oceania,tablet,8.99,0,crypto,2,6.38,comedy,0.0,8.99,6.38,3.548387096774193,4.495,1.6094379124341005,203.522,1.94974588702461,1,0,0,0,monthly_fee,5,5,1,11,551,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,1,Loyal High-Value
a8c8dcff-92d3-4a79-849d-42c6e6bbc7bc,70,other,premium,7.97,57,europe,laptop,17.99,1,gift card,5,0.14,drama,0.0,17.99,0.1374137931034482,0.4430239021678711,3.598,4.060443010546419,1.1158,0.2210198439647746,3,0,1,0,monthly_fee,1,3,4,8,134,Big Spender,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
8071c1be-1197-49a1-aa75-5fb6a6b3087a,53,other,standard,43.02,43,south america,tablet,13.99,0,crypto,1,0.98,action,0.0,13.99,0.9777272727272728,3.075053609721229,13.99,3.784189633918261,42.159600000000005,1.1853358031078454,2,0,0,0,monthly_fee,2,5,2,9,252,At Risk,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
98b7c57d-1094-45dd-bb45-d9bb8dff9b83,36,other,standard,34.6,19,oceania,tablet,13.99,0,crypto,3,1.73,action,0.0,13.99,1.73,2.473195139385276,4.663333333333333,2.995732273553991,59.858,1.3599146455441988,2,0,0,0,monthly_fee,4,5,2,11,452,Potential Loyalist,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
18be905c-203f-4de2-8e78-ef10061fc57f,55,other,basic,24.58,18,asia,desktop,8.99,0,debit card,1,1.29,documentary,0.0,8.99,1.2936842105263158,2.7341490545050053,8.99,2.9444389791664403,31.7082,1.1599201985826773,1,0,0,0,monthly_fee,4,5,1,10,451,Potential Loyalist,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
b7c1bdad-cafb-4586-a15d-fc9ff30a8115,45,female,standard,7.39,6,oceania,tv,13.99,0,paypal,1,1.06,romance,0.0,13.99,1.0557142857142856,0.5282344531808434,13.99,1.9459101490553128,7.8334,0.8209332983850606,2,0,0,0,monthly_fee,5,3,2,10,532,Potential Loyalist,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
6e061f35-b1b5-4efe-9e37-f40a14d929b1,24,male,premium,6.92,13,africa,desktop,17.99,0,crypto,2,0.49,action,0.0,17.99,0.4942857142857143,0.3846581434130072,8.995,2.6390573296152584,3.3908,0.5429862186838776,3,0,0,0,monthly_fee,4,3,4,11,434,Potential Loyalist,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
8c2d377b-f6ec-44b5-ae08-3660c4358a93,30,other,premium,1.37,55,north america,mobile,17.99,1,debit card,1,0.02,horror,0.0,17.99,0.0244642857142857,0.0761534185658699,17.99,4.02535169073515,0.0274,-0.4098389387771992,3,1,1,1,monthly_fee,1,1,4,6,114,Big Spender,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
afcc5c55-a3d8-4e2f-ab95-3d34f5e0390d,69,female,basic,24.56,53,oceania,laptop,8.99,1,gift card,1,0.45,action,0.0,8.99,0.4548148148148148,2.731924360400445,8.99,3.9889840465642745,11.052,0.7907133187177144,1,0,1,0,monthly_fee,1,5,1,7,151,At Risk,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
2211b077-0300-4e0c-834c-e7751a45eb96,47,other,standard,15.87,52,africa,laptop,13.99,1,crypto,1,0.3,sci-fi,0.0,13.99,0.2994339622641509,1.1343817012151536,13.99,3.970291913552122,4.760999999999999,0.569260713304242,2,0,1,0,monthly_fee,1,4,2,7,142,At Risk,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
8d755725-4f16-4006-bdae-fa3dc9fa2579,49,female,standard,7.62,27,asia,tv,13.99,0,debit card,3,0.27,action,0.0,13.99,0.2721428571428571,0.544674767691208,4.663333333333333,3.332204510175204,2.0574000000000003,0.386553301233655,2,0,0,0,monthly_fee,3,3,2,8,332,Regular,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
c39a5943-fe7c-46ec-8d3c-2a24ab46733b,67,male,standard,3.05,29,oceania,tablet,13.99,1,paypal,1,0.1,drama,0.0,13.99,0.1016666666666666,0.218012866333095,13.99,3.4011973816621555,0.305,-0.0174583168976157,2,1,0,1,monthly_fee,3,2,2,7,322,Regular,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
e62d9bc8-dab9-42e0-b6b2-e8d076fe843b,23,female,premium,13.31,34,africa,mobile,17.99,1,debit card,2,0.38,romance,0.0,17.99,0.3802857142857143,0.7398554752640357,8.995,3.555348061489413,5.0578,0.5990909795170687,3,0,0,0,monthly_fee,3,4,4,11,344,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
7a89d8b6-28ec-4b0c-9d3b-88e0a5119e3b,67,male,basic,1.56,0,oceania,desktop,8.99,0,crypto,5,1.56,documentary,0.0,8.99,1.04,0.1735261401557286,1.798,0.4054651081081644,2.4336,0.6709127851715441,1,0,0,1,monthly_fee,5,1,1,7,511,New / Low Value,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
c8648f0f-0b92-4445-a3a7-5c48711cbc07,57,male,premium,0.97,32,south america,mobile,17.99,1,gift card,2,0.03,comedy,0.0,17.99,0.0293939393939393,0.0539188438021122,8.995,3.49650756146648,0.0290999999999999,-0.3838408372713018,3,1,0,1,monthly_fee,3,1,4,8,314,Big Spender,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
ebe928a7-de65-4567-b349-06056b35e6a6,55,other,standard,21.58,48,north america,mobile,13.99,0,credit card,5,0.44,romance,0.0,13.99,0.4404081632653061,1.54253037884203,2.798,3.8918202981106265,9.4952,0.751940081558325,2,0,1,0,monthly_fee,2,5,2,9,252,At Risk,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
8b3597af-7da9-405d-9815-60d1e4dbe2e5,35,other,standard,22.59,16,europe,tablet,13.99,0,credit card,2,1.33,comedy,0.0,13.99,1.3288235294117647,1.6147248034310222,6.995,2.833213344056216,30.0447,1.151781526879733,2,0,0,0,monthly_fee,4,5,2,11,452,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
839ec473-5f41-4a8b-955a-ec14b3a9cad4,22,female,standard,9.69,35,asia,tv,13.99,1,crypto,4,0.27,documentary,0.0,13.99,0.2691666666666666,0.6926375982844889,3.4975,3.58351893845611,2.6163,0.4331410537400822,2,0,0,0,monthly_fee,3,3,2,8,332,Regular,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
cdf4012d-14b0-41d5-ab40-cc6627fe1e3b,34,male,premium,12.82,45,north america,mobile,17.99,1,paypal,2,0.28,romance,0.0,17.99,0.278695652173913,0.7126181211784326,8.995,3.828641396489095,3.5896000000000003,0.5024253162310008,3,0,0,0,monthly_fee,2,4,4,10,244,Loyal,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
aa97d1a3-c4ad-4c76-bd2a-56f1b46a753c,19,male,standard,4.34,1,asia,tablet,13.99,0,paypal,1,2.17,sci-fi,0.0,13.99,2.17,0.3102215868477483,13.99,0.6931471805599453,9.4178,1.0190281634866736,2,0,0,0,monthly_fee,5,2,2,9,522,Potential Loyalist,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
6ead42f9-86d8-4c66-b2fc-3d791323186d,25,female,premium,15.95,15,south america,laptop,17.99,0,credit card,1,1.0,action,0.0,17.99,0.996875,0.8866036687048361,17.99,2.772588722239781,15.95,0.9617042939699312,3,0,0,0,monthly_fee,4,4,4,12,444,Champions,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
9235d289-6d46-46ba-a48a-1cf4ea18b599,49,other,premium,2.05,14,north america,tablet,17.99,0,debit card,5,0.14,romance,0.0,17.99,0.1366666666666666,0.1139521956642579,3.598,2.70805020110221,0.287,0.0060635674004936,3,1,0,1,monthly_fee,4,1,4,9,414,Big Spender,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
20529e32-d3e7-4cfc-8210-b6468cdbe2a4,55,other,premium,3.86,25,europe,tablet,17.99,1,paypal,3,0.15,action,0.0,17.99,0.1484615384615384,0.2145636464702612,5.996666666666666,3.258096538021482,0.579,0.1087646692875902,3,0,0,1,monthly_fee,3,2,4,9,324,Big Spender,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
bfe7729e-7d5d-4850-b496-51e891158836,36,other,basic,1.68,10,africa,tv,8.99,1,paypal,4,0.15,action,0.0,8.99,0.1527272727272727,0.1868743047830923,2.2475,2.3978952727983707,0.252,0.0129551828068757,1,1,0,1,monthly_fee,5,1,1,7,511,New / Low Value,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
783c7652-37b8-4be0-b8bc-fb51bd4b5578,27,other,premium,46.88,56,oceania,tv,17.99,0,crypto,3,0.82,drama,0.0,17.99,0.8224561403508772,2.6058921623123963,5.996666666666666,4.04305126783455,38.4416,1.141896568124534,3,0,1,0,monthly_fee,1,5,4,10,154,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
2117b36a-9e3e-4077-ac5b-03540bb38461,49,male,standard,4.22,50,oceania,desktop,13.99,1,gift card,2,0.08,comedy,0.0,13.99,0.0827450980392156,0.3016440314510364,6.995,3.9318256327243257,0.3376,-0.0158049312946739,2,1,1,0,monthly_fee,1,2,2,5,122,Hibernating,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
ceec2c10-9770-48d1-8366-344fa66195b1,54,female,basic,26.88,44,south america,desktop,8.99,0,gift card,3,0.6,drama,0.0,8.99,0.5973333333333333,2.989988876529477,2.9966666666666666,3.80666248977032,16.128,0.9007280859334889,1,0,0,0,monthly_fee,2,5,1,8,251,At Risk,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
854b2bfd-6773-413f-b385-02338fa3a316,31,female,standard,2.23,39,north america,mobile,13.99,1,debit card,5,0.06,drama,0.0,13.99,0.05575,0.1593995711222301,2.798,3.688879454113936,0.1338,-0.1897648112238414,2,1,0,1,monthly_fee,2,1,2,5,212,Hibernating,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
ee53be31-fb36-41d9-8eb2-1a4c1d976552,31,male,premium,14.15,24,south america,desktop,17.99,0,paypal,5,0.57,drama,0.0,17.99,0.5660000000000001,0.7865480822679267,3.598,3.218875824868201,8.0655,0.7372015411823561,3,0,0,0,monthly_fee,4,4,4,12,444,Champions,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
c9c8202c-992c-4e6c-b04f-0e2961ea87cc,42,female,basic,49.49,39,europe,mobile,8.99,0,credit card,5,1.24,horror,0.0,8.99,1.23725,5.505005561735262,1.798,3.688879454113936,61.3676,1.3092895458225158,1,0,0,0,monthly_fee,2,5,1,8,251,At Risk,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
022f9c7a-8276-494a-8629-086ad5e81df1,30,male,premium,8.79,21,europe,tablet,17.99,0,crypto,4,0.4,comedy,0.0,17.99,0.3995454545454545,0.4886047804335742,4.4975,3.091042453358316,3.516,0.5261694475898498,3,0,0,0,monthly_fee,4,3,4,11,434,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
1a0f21b6-454a-4a22-88a8-5045b9d00fa4,58,male,standard,14.57,22,north america,mobile,13.99,0,debit card,2,0.63,romance,0.0,13.99,0.6334782608695653,1.041458184417441,6.995,3.1354942159291497,9.1791,0.7793098556313629,2,0,0,0,monthly_fee,4,4,2,10,442,Potential Loyalist,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
616199ed-33c4-4ff5-9450-251fc608d3a1,63,other,standard,25.73,11,africa,tv,13.99,0,paypal,1,2.14,comedy,0.0,13.99,2.1441666666666666,1.8391708363116512,13.99,2.4849066497880004,55.0622,1.382100588582329,2,0,0,0,monthly_fee,5,5,2,12,552,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
d1593b1d-ef59-4d4a-a169-5ff338b8baef,60,male,standard,3.01,30,asia,desktop,13.99,1,gift card,3,0.1,documentary,0.0,13.99,0.0970967741935483,0.2151536812008577,4.663333333333333,3.4339872044851463,0.301,-0.0284828193722005,2,1,0,1,monthly_fee,3,2,2,7,322,Regular,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
749b69f5-8a24-428a-880c-86057af2a485,66,male,basic,12.05,33,south america,tablet,8.99,1,paypal,3,0.35,drama,0.0,8.99,0.3544117647058823,1.3403781979977754,2.9966666666666666,3.5263605246161616,4.2175,0.5557191626303021,1,0,0,0,monthly_fee,3,4,1,8,341,Regular,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
a2eab47c-dc4c-427f-88f8-755051b303fb,51,female,premium,3.7,37,south america,mobile,17.99,1,credit card,2,0.1,horror,0.0,17.99,0.0973684210526315,0.2056698165647582,8.995,3.6375861597263857,0.37,0.0022444599084424,3,1,0,1,monthly_fee,2,2,4,8,224,Big Spender,horror,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
b313f39d-0675-4bef-9b10-573146872adf,63,male,premium,5.84,20,oceania,mobile,17.99,0,credit card,1,0.28,documentary,0.0,17.99,0.278095238095238,0.3246247915508616,17.99,3.044522437723423,1.6352000000000002,0.342751018966856,3,0,0,0,monthly_fee,4,2,4,10,424,Potential Loyalist,documentary,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
09a76bc9-4048-4403-8087-a31cdb16556e,31,male,basic,48.35,11,oceania,desktop,8.99,0,debit card,5,4.03,comedy,0.0,8.99,4.029166666666667,5.378197997775306,1.798,2.4849066497880004,194.8505,1.822937659127248,1,0,0,0,monthly_fee,5,5,1,11,551,Potential Loyalist,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
af9b0f0d-9532-48f2-ad24-bf41faa164a6,55,other,standard,2.89,37,north america,desktop,13.99,1,debit card,4,0.08,action,0.0,13.99,0.0760526315789473,0.2065761258041458,3.4975,3.6375861597263857,0.2312,-0.0892967466139724,2,1,0,1,monthly_fee,2,2,2,6,222,Hibernating,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
ec202012-e4bf-4b14-b5fe-4447d8cfb730,38,male,premium,29.84,56,south america,desktop,17.99,0,credit card,4,0.52,drama,0.0,17.99,0.5235087719298246,1.6586992773763205,4.4975,4.04305126783455,15.5168,0.8809040105462626,3,0,1,0,monthly_fee,1,5,4,10,154,Loyal,drama,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
8c78b61b-0d41-4470-ade0-3ed2e2b36c28,65,other,standard,19.33,31,north america,desktop,13.99,0,credit card,1,0.6,comedy,0.0,13.99,0.6040625,1.3817012151536812,13.99,3.4657359027997265,11.598,0.8267980221141769,2,0,0,0,monthly_fee,3,5,2,10,352,Regular,comedy,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
da57899f-77b4-4b23-bcab-700db438f6d1,43,female,premium,2.5,33,europe,tv,17.99,1,credit card,3,0.07,action,0.0,17.99,0.0735294117647058,0.1389660922734852,5.996666666666666,3.5263605246161616,0.175,-0.1178482421344814,3,1,0,1,monthly_fee,3,1,4,8,314,Big Spender,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
361aff57-8a5f-4229-b4f5-f52544178dc7,63,male,premium,6.97,31,north america,tablet,17.99,1,crypto,1,0.22,romance,0.0,17.99,0.2178125,0.3874374652584769,17.99,3.4657359027997265,1.5334,0.3105086417618181,3,0,0,0,monthly_fee,3,3,4,10,334,Big Spender,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
900034d1-e7de-4e99-914e-4ad863061834,64,female,standard,3.66,6,africa,mobile,13.99,0,paypal,1,0.52,romance,0.0,13.99,0.5228571428571429,0.261615439599714,13.99,1.9459101490553128,1.9032,0.4499235390512016,2,0,0,0,monthly_fee,5,2,2,9,522,Potential Loyalist,romance,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,2,High-Value At-Risk
6082e011-4f6d-4acb-93f2-3bfefd532880,58,female,basic,30.85,46,north america,mobile,8.99,0,debit card,5,0.66,action,0.0,8.99,0.6563829787234042,3.431590656284761,1.798,3.8501476017100575,20.361,0.964823462395124,1,0,1,0,monthly_fee,2,5,1,8,251,At Risk,action,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,3,Engaged Low-Spend
4c7d404a-ebd5-4881-9fb5-302ad47f2fb8,31,male,standard,1.77,34,europe,tv,13.99,1,paypal,3,0.05,sci-fi,0.0,13.99,0.0505714285714285,0.126518942101501,4.663333333333333,3.555348061489413,0.0885,-0.2355117607489203,2,1,0,1,monthly_fee,3,1,2,6,312,Regular,sci-fi,248.0,2015.701749271137,3.917362287014499,98.0,1.1324503311258278,0.0,0,Low Engagement / Budget
